,tweet
2629,JervyCruz caught cold in lie after Denial of push polls like lies w/ @RealBenCarson. How can he preach Christianvalues? https://t.co/p3yGL02ABA
2630,"""@truthinvest: @CNN @tedcruz DonaldTrumponsocialmedia TedCruz is the definition of sleaze. Just ask @RealBenCarson"""
2631,"Heading to 2016shootingofBatonRougepoliceofficers for a speech. Expecting a very large crowd! See you soon. #Trump2016 
#MakeAmericaGreatAgain"
2632,"We are getting reports from many voters that the JervyCruz people are back to doing very SleazyKeshasong and dishonest ""pushpolls"" on me. We are watching!"
2633,Jeb failed as JebBush He gave up and enlisted Mother and his brother (who got us into the Quicksand of Iraq). Spent $120 million.Weak-no ChanceKoharuKusumisong
2634,He (or she) who hesitates is lost: MakeAmericaGreatAgain!
2635,"Remember, it was the HistoryoftheUnitedStatesRepublicanParty, with the help of ConservativePartyofCanada, that made so many promises to their base, BritishUnitedTraction DIDN'T KEEP Them Hi Defensivetackle"
2636,".@MarkHalperin showed a Focusgroup on @Morning_Joe me using a very bad word. I never said the word, left an open blank. Please apologize!"
2637,"JebBush spent more than $40,000,000 in NewHampshire to come in 4 or 5, I spent $3,000,000 to come in 1st. BigDifference in capability!"
2638,There are no buyers for the worthless @NYDailyNews but little MortimerZuckerman is frantically looking. It is Bleeding red Ink - a total loser!
2639,I have been consistent in my opposition to CommonCoreStateStandardsInitiative. Get rid of CommonCoreStateStandardsInitiative--- keep Education local!
2640,THANK YouSouthAfricanmagazine- ClemsonSouthCarolina! #MakeAmericaGreatAgain #SCPrimary https://t.co/FgACmaFxxc
2641,"""@HARyder: Which is it DonaldTrumponsocialmedia ?Are you planning on getting rid of CommonCoreStateStandardsInitiative or keeping it?  Get rid of it fast."
2642,I was referring to the fact that JebBush wants to keep common core.
2643,Big speech TheTonightShow in SouthCarolina - 7:00 P.M. Tremendous crowd!
2644,"So funny, JebBush called me a ""Intellectualgiftedness Politician and a great entertainer"" - I assume that is a compliment!"
2645,Such a great experience in NewHampshire - AmazingStories People Will be leaving for a big event in SouthCarolina today.
2646,"Like the worthless @NYDailyNews, looks like @Politico will be going out of business. Spatown reporting- no money, no cred!"
2647,"Worthless @NYDailyNews, which SevenDwarfs MortimerZuckerman, is desperately trying to sell, has no buyer! Liabilityfinancialaccounting are massive!"
2648,"SevenDwarfs MortimerZuckerman, owner of the worthless @NYDailyNews, has a major Inferioritycomplex. Paper will close soon!"
2649,"""@MarkHalperin: My Reportcard grades for the 2 NewHampshire winners: DonaldTrump A: v strong Energy/close. BernieSanders B+: went too long"
2650,"Thank you to the people of  NewHampshire, I Love you! Now, off to SouthCarolina."
2651,"Thank you, NewHampshire! Departing with my AmazingStories Familybiology now! #FITN #NHPrimary
https://t.co/rbFfcq8gQq https://t.co/73aoZk8uMG"
2652,We will stop Heroin and other drugs from coming into NewHampshire from our open southern border. We will build a WALL and have Security.
2653,We will immediately repeal and replace PatientProtectionandAffordableCareAct - and nobody can do that like me. We will save $'s and have much better Healthcare!
2654,"IslamicStateofIraqandtheLevant is making big threats today - no respect for UnitedStates or our ""leader"" - If I win it will be a very different story,with very fast results"
2655,NewHampshire vote today -  MakeAmericaGreatAgain!
2656,"You can find your polling locations at: 
https://t.co/BmZyKQOZJJ #FITN #NHPrimary #VoteTrumpNH https://t.co/8lREIqhIuN"
2657,"A message to the great people of NewHampshire on this important day! #VoteTrumpNH 
Video: https://t.co/7S2f2GSMB8 https://t.co/9WwRWnvqiv"
2658,"Thank you for a great night at the SNHUArena- NewHampshire! #VoteTrumpNH
#MakeAmericaGreatAgain #FITN https://t.co/pbt7gDaw7y"
2659,MakeAmericaGreatAgain!
2660,I will be interviewed on @foxandfriends at 8:40. MasterofArts EnjoyRecords
2661,The polls are now showing that I am the best to win the GENERAL ELECTION. States that are never in play for Repubs will be won by me. Great!
2662,NoOnefilm has done more for people with Disability than me. I have spent many millions of dollars to help out-and am happy to have done so!
2663,"I know the ""Governors"" and JebBush, who has gone nasty with lies, is by far the weakest of the lot. His Familybiology used private Eminentdomain!"
2664,"Remember @JebBush wants IBMPowerSystems CongressofRacialEquality (Education from WashingtonDC) and is very weak on ILLEGAL IMMIGRATION (""come as act of Love""). Not a leader!"
2665,"Thank you, NewHampshire! #FITN https://t.co/uZItWkqQZa"
2666,"Thank you, NewHampshire! 
#FITN #NHPrimary #VoteTrumpNH  
Voting questions? https://t.co/BmZyKQOZJJ https://t.co/1tZfqVETrX"
2667,"#VoteTrumpNH #NHPrimary #FITN
https://t.co/p4XCxNkXQO"
2668,"Now that GeorgeWBush has wasted $120 million of special interest money on his failed campaign, he says he would end Politicalactioncommittee. Sad"
2669,"Today's third stop- LondonderryNewHampshire! Thank you!
#FITN #VoteTrumpNH https://t.co/pRpcxaZ7ov"
2670,"""Jeb is a weak guy."" @EricTrump
https://t.co/w8YuC5bApY"
2671,".@DonaldJDonaldTrumpJr: DonaldTrump has had a lot more responsibility to deal with than any of the other RepublicanPartyUnitedStates candidates
https://t.co/9XLCf5ch4q"
2672,UnitedStates needs strong leadership. Politicians can talk but they don’t get things done. Video: https://t.co/YwZdQdzKcz https://t.co/lBXXyuZAcO
2673,EverybodyMadonnasong is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!
2674,JebBush is desperate - strongly in favor of #CommonCore and very weak on IllegalimmigrationtotheUnitedStates.
2675,Thank you for your support at this mornings Seatoflocalgovernment- in SalemNewHampshire. #FITN #NHPrimary https://t.co/4m6dabtxCV
2676,JebBush has zero Communication skills so he spent a fortune of special interest money on a SuperBowl ad. He is a weak candidate!
2677,"My two wonderful sons, Don and Eric, will be on @foxandfriends at 7:02 - now! EnjoyRecords."
2678,So far the SuperBowl is very boring - not nearly as exciting as politics - MakeAmericaGreatAgain!
2679,I am in NewHampshire having a great time! Loved the #GOPDebate last night! EverybodyMadonnasong enjoy the SuperBowl. #SuperBowlSunday #SB50
2680,Thank you- PlymouthNewHampshire! #FITN #NHPrimary https://t.co/1hzn6iZIEw
2681,Thank you Newt!  https://t.co/6FkwdpI0Oj
2682,"We are going to have a big event at the SNHUArena in Manchester, NewHampshire! 5000metres+! Join us tomorrow: https://t.co/HVfhtIPcIp"
2683,"Great to meet everyone while having Breakfast @ChezVachon this morning! #FITN #VoteTrumpNH
https://t.co/25UwkinUOd https://t.co/bmZvSmWe7Y"
2684,".@ABCPolitics #GOPDebate
#MakeAmericaGreatAgain #FITN https://t.co/jM6wrUGQox"
2685,I will be on Meet the Press with ChuckTodd on NBC this morning. EnjoyRecords https://t.co/EIYyfFtnPs
2686,I am on @foxandfriends now! Tune in!
2687,I will be on State of the UnionArmy @CNN with @jaketapper at 9am. EnjoyRecords
2688,"""@JoeNBC: @jonkarl: ""This has been a GreatDebateastronomy for DonaldTrump."""""
2689,"""@JoeNBC: DonaldTrump just talked on MSNBC like a man who knows he had a very Gobots."""
2690,"""@piersmorgan: DonaldTrump won that debate. People can GambleandHuff &amp; puff all they like but he was the best candidate on the night. #GOPDebate"
2691,"""@piersmorgan:  JebBush was as ineffectual as ever. As always, @David_Gergen calls it right: DonaldTrump held them off. #GOPDebate"""
2692,"""@newtgingrich: DonaldTrump shows courage in defending Eminentdomain as a necessity for construction of Infrastructure"""
2693,"""@newtgingrich: DonaldTrump Hitsong it out of the park in describing effective deal making"""
2694,"""@JoeNBC: DonaldTrump, Kasich, Jeb and Christie all had good nights."""
2695,"""@JoeNBC: Latest UMassMinutemenfootball Tracking Poll. NewHampshire RepublicanPartyUnitedStates DonaldTrump 35 (+1) MarcoRubio 14 (-1) JervyCruz 13 (-1) Jeb 10 (+2) Kasich 10 (+2)"""
2696,"""@JoeNBC: CokieRoberts says DonaldTrump had a really Gobots."""
2697,"""@GOP_Left_Me: @JoeNBC DonaldTrump won that debate hands down, Christi beat up MarcoRubio."
2698,"""@MarkHalperin: My debate Reportcard: Christie A-, DonaldTrump A-, Bush B+, Kasich B+, JervyCruz B, JohnnyCarson C, MarcoRubio D. Full Reportcards here."
2699,"""@JoeNBC: JervyCruz really seems out of his element in NewHampshire. It is such a different battlefield then Iowa and the SouthernUnitedStates."""
2700,"""@AmericanBroadcastingCompany:DonaldTrump: ""The Police in this country have done an PrettyLittleLiars job of keeping Law and order."" #GOPDebate https://t.co/t2ocHFI6H3"""
2701,"""@ABCPolitics: .DonaldTrumponsocialmedia dominating @Google searches throughout #GPLFers.  https://t.co/IF35C2jcon"""
2702,"""@ABCPolitics: .DonaldTrumponsocialmedia led in @Twitter conversation during the #GOPDebate.  https://t.co/ZuMwroT8dl"""
2703,"Come join us at the MayoClinicHealthSystemEventCenter- Manchester, NewHampshire on 2/Factorial Register now: https://t.co/xK5HYX226k https://t.co/zjRpnoV2ih"
2704,Debate ready!!! DonaldTrumponsocialmedia #MakeAmericaGreatAgain #TrumpTrain https://t.co/qE6suiO315
2705,I Love NewHampshire - will be an exciting evening!
2706,"""@realOllieTaylor: @paintonmy: Iowa Caucus hasn't picked nominee in 16 years! JervyCruz dirty tricks stole it. DonaldTrump way ahead in primary states."
2707,"""@paintonmyjeans: If I owned a big company that was failing, I'd hire DonaldTrump to make it great again-Rubio/JervyCruz wouldnt be considered"""
2708,"""@big_carsonrocks: AMERICA...Stop being Warehouse13season1...EscapefromtheCitadel JervyCruz &amp; MarcoRubio establishment phonies. DonaldTrump only truthful &amp; not owned candidate"""
2709,"""@Enlighten2881: @ukcatwoman52 @ericnlin @AndersonCooper360 How come MarcoRubio&amp;JervyCruz are going to turn UnitedStates around but did nothing in the UnitedStatesSenate for UnitedStates?"""
2710,"Join me tomorrow in PlymouthNewHampshire! #FITN #NHPrimary 
https://t.co/zQscD1mCwM"
2711,The NewHampshire Drug Epidemic must stop. If elected PresidentoftheUnitedStates- I will create borders &amp; the Drugs will stop pouring in. https://t.co/YdEnhqdTbS
2712,"""@lisabrossman:  @ukcatwoman52 @ericnlin @AndersonCooper360 He is for UnitedStates! Security for UnitedStates! SteveJobs for UnitedStates! There is no other leader!"""
2713,"WowKylieMinoguesong, JebBush, whose campaign is a total Disaster, had to bring in mommy to take a slap at me. Not nice!"
2714,"""@billrey16929057: @seanhannity #Hannity DonaldTrumponsocialmedia is the only hope to #MAKEAMERICAGREATAGAIN"""
2715,"""@ukcatwoman52: @ericnlin @AndersonCooper360 all candidates Liarsband. DonaldDonaldTrump is the only one that speak the Truth people need to hear what DonaldDonaldTrump is saying."""
2716,"""@autumnandews08: DonaldDonaldTrumponsocialmedia DonaldTrump Will WINTelevision the Debate like he has WorldOpponentNetwork Acutelymphoblasticleukemia the others! He is heads above the rest! #VoteDonaldTrump"" Thanks!"
2717,"""@ericnlin: @AndersonCooper360 DonaldTrump: no raise in 8 years, home not worth what I paid for it, Healthcare is a joke BarackObama is a liar.  DonaldTrump2016presidentialcampaign"""
2718,"Border agent: ""We might as well abolish our Immigration laws altogether""
https://t.co/LsrIXzCyJr"
2719,"I said this was happening long ago- I will stop this immediately! 
https://t.co/IWXGbBVwvT"
2720,It never ends!  https://t.co/vdErsfh5H6
2721,"I told you so. Our country TotallyLost control of Illegalimmigration, even with criminals. 
https://t.co/IZgZqr6BgB"
2722,"10,000 people in SouthCarolina, PrettyLittleLiars evening! Will be in NewHampshire tomorrow- Love it. https://t.co/tF033Yjhu3"
2723,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!"
2724,"""@DharmaBum77: DonaldTrump loves UnitedStates! He loves UnitedStatesns! He loves our Vets! #TrumpSupporters DonaldTrumponsocialmedia https://t.co/NgcoHRLj2M"
2725,Watch: DonaldTrump OWNS A Heckler WhoSaid Illegalimmigration Are TheBackboneofAmerica https://t.co/cRAOzIP0pH
2726,"""@MaryAnn1942: DonaldDonaldDonaldTrumponsocialmedia why vote for DonaldDonaldTrump? Unlike politicians all talk, DonaldDonaldTrump’s talk materializes! He will make UnitedStates great again"
2727,"Join me at ClemsonUniversity on Wednesday, February 10th! #MakeAmericaGreatAgain
https://t.co/X6tp1bpIhi"
2728,"Heading to SouthCarolina, really big crowd! Will be back in NewHampshire tomorrow.
#MakeAmericaGreatAgain"
2729,Such great support in NewHampshire. So many people are working so hard to #MakeAmericaGreatAgain!
2730,"I very much look forward to tomorrow’s debate in New Hampshire—so many things to say, so much at stake. It will be an incredible evening!"
2731,"Live Free or Die: A Motto for the whole country to follow. #NewHampshire #FITN #VoteTrumpNH 
https://t.co/W04ezOy28v"
2732,Big storm in NewHampshire. Moved my event to Monday. Will be there next four days.
2733,"Join us Monday, February 8th @ the SNHUArena in Manchester, NewHampshire! #FITN #NHPolitics #Trump2016 https://t.co/HVfhtJ6O6Z"
2734,"""@rkswaney7: @CNN DonaldTrumponsocialmedia I agree. Great businessman. I like your Timbre TheTonightShow Keep it up &amp; you'll have this AustralianDemocrats vote."""
2735,Watch @AndersonCooper360 on NationalOrganizationforWomen! @CNN
2736,I will be interviewed by AndersonCooper at 8pm on @CNN from NewHampshire. Should be very interesting!
2737,"Taking a Helicopter to NewHampshire, boarding now. Amazing activity planned. New UniversityofMassachusettsAmherst poll, very nice! https://t.co/xFvGE0dRlA"
2738,"Politicians are trying to chip away at the SecondAmendmenttotheUnitedStatesConstitution. I won’t let them take away our guns! #Trump2016
Watch: https://t.co/zl4sMjmOUc"
2739,"This is the JervyCruz voter violation certificate sent to everyone, a Misdemeanor at minimum. https://t.co/tMav17UGkf"
2740,".@oreillyfactor @KarlRove- as per the show, an even more serious JervyCruz charge is the fraudulent voter violation certificate sent to everyone."
2741,#ICYMI: @KarlRove &amp; @oreillyfactor discuss what TedCruz did to the great people of Iowa- as they went to vote. https://t.co/Tv0FNezxse
2742,"Thank you @billoreilly &amp; @KarlRove. TedCruz should be immediately disqualified in Iowa, with each candidate moving up one notch."
2743,BernieSanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!
2744,"THANK YouSouthAfricanmagazine to everyone in LittleRockArkansas TheTonightShow A record crowd of 12K. #Trump2016
https://t.co/MjtIq2ii0Q https://t.co/I9WkPN3pWm"
2745,"CONSTRUCTIVE WINSAM! 💪 
DonaldTrumponsocialmedia @CLewandowski_ @DanScavino @MichaelCohen212 @KatrinaPierson @DefendingtheUSA https://t.co/PZbezqDc0j"
2746,"Stop the Assault on UnitedStates values. Stand w/ DonaldTrump to #MakeAmericaGreatAgain!
#VotersSpeak: https://t.co/XRRJ0fMkNV https://t.co/c7EHokbLD1"
2747,Thank you NewHampshire! #MakeAmericaGreatAgain #FITN https://t.co/4EFJbQxJGW
2748,"Dr. BenCarson Blasted TedCruz for ""Deception and dirty tricks and lies."""
2749,"JervyCruz just Lied again- I am, and have been totally against #PatientProtectionandAffordableCareAct- repeal and replace!"
2750,The State of Iowa should disqualify TedCruz from the most recent Election on the basis that he cheated- a total Fraud!
2751,This was sent out from TedCruz- as Iowans arrived at their Caucus sites to vote. #CruzFraud https://t.co/tRM7KUCrSU
2752,I will be interviewed on @GretaThunberg at 7:00 P.M. EnjoyRecords @FoxNews
2753,"Based on the Fraud committed by UnitedStatesSenate TedJervyCruz during the Iowa Caucus, either a new Election should take place or JervyCruz results nullified."
2754,"And finally, JervyCruz strongly told thousands of caucusgoers (voters) that DonaldTrump was strongly in favor of PatientProtectionandAffordableCareAct and ""choice"" - a total lie!"
2755,The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for JervyCruz. Fraud
2756,"Many people voted for JervyJervyJervyCruz over JohnnyCarson because of this JervyJervyJervyCruz Fraud. Also, JervyJervyJervyCruz sent out a VOTER VIOLATION certificate to thousands of voters."
2757,"During primetime of the Iowa Caucus, JervyJervyCruz put out a release that @RealBenCarson was quitting the Racing, and to Caucus (or vote) for JervyJervyCruz."
2758,"TedCruz didn't win Iowa, he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Spatown!"
2759,Great job on @donlemon TheTonightShow @kayleighmcenany  @cherijacobus begged us for a job. We said no and she went hostile. A real Ventriloquism! @CNN
2760,"On my way to NewHampshire- expecting a big and Spirited crowd! 
#FITN #Trump2016 
https://t.co/oUg1ErD0j7 https://t.co/9Hb7JO3wrZ"
2761,"Anybody who watched all of TedCruz's far too long, rambling, overly flamboyant speech last nite would say that was his HowardDean moment!"
2762,"""@stephbewitching DonaldDonaldTrumponsocialmedia All you TheThomaselliBrothers need to realize DonaldTrump got the second highest vote in history. And he's never held office!"""
2763,"""@restorereality  Iowa is meaningless...keep pushing forward, run the table in NewHampshire SouthCarolina Nevada and SuperTuesday. UnitedStates needs you! #TrumpTrain"""
2764,#VoteTrump2016 a real leader that truly cares about UnitedStates &amp; our values. He wants to bring prosperity back 2 UnitedStates https://t.co/rdm1bJUatP
2765,"""@ellenEspence DonaldTrumponsocialmedia Amazing job in Iowa! JervyCruz just barely won."""
2766,"""@93101Dianne DonaldTrumponsocialmedia if you can do that well in Iowa then I see you acing it in all other significant states. Momentum is growing"""
2767,ReMarkable how cost-effective Post says DonaldTrump2016presidentialcampaign was per vote and stunning how much Jeb spent per vote.  https://t.co/A28DyAHKuq
2768,"""@LoreWestphal DonaldTrumponsocialmedia You MUST win the Presidency in 2016 !!!"""
2769,".@Morning_Joe  @mikebarnicle on DonaldTrumponsocialmedia: He finished 2nd but he made the turn successfully like a pro"""
2770,The #CruzCrew prevailed! SmartCommunications for @MarcoRubio to keep his speech short &amp; sweet. Dittomark for DonaldTrumponsocialmedia who was brief &amp; gracious.
2771,"I don't believe I have been given any credit by the voters for self-funding my campaign, the only one. I will keep doing, but not worth it!"
2772,I will be talking about my wonderful experience in Iowa and the simultaneous unfair treatment by the media-later in NewHampshire. Big crowd
2773,The media has not covered my long-shot great finish in Iowa fairly. Brought in record voters and got second highest vote total in history!
2774,"Because I was told I could not do well in Iowa, I spent very little there - a fraction of JervyCruz &amp; MarcoRubio. Came in a strong second. Great honor"
2775,My experience in Iowa was a great one. I started out with all of the experts saying I couldn't do well there and ended up in 2nd place. Nice
2776,"CedarRapidsKernels --

TRUMP'S DAUGHT IvankaTrump:

""I can just say without Equivocation, my father will make UnitedStates great again."""
2777,"Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa.  Talked God, DonaldTrumponsocialmedia late night Twitter https://t.co/zLFMx4r57r"
2778,It all begins today - Westerngenre WILL FINALLY TAKE OUR COUNTRY BACK Logicalconjunction MakeAmericaGreatAgain!
2779,"Join us! #CaucusForTrump
11AMTVprogram BattleofWaterloo: https://t.co/DGw5Yk2iSi
1:30pm CEDER RealTimeAutomatedPersonnelIdentificationSystem: https://t.co/6WZTqOy4TW https://t.co/yyjQ1iFT2x"
2780,.@DonaldJTrumpJr &amp; his wife @MrsVanessaTrump attended the #SnowflakeGardenBrunch- here w/ Governor @TerryBranstad. https://t.co/mgLh9Im9QI
2781,Watch @IvankaTrump show you how easy it is to #CaucusForTrump in Iowa! #IACaucus Video: https://t.co/Bf4J2OBtUU https://t.co/4Ma5JSkFu7
2782,"DonaldTrump winning over RaceandethnicityintheUnitedStatesCensus RepublicanPartyUnitedStates, poll says | NewYorkPost https://t.co/yiC3zavrmi"
2783,SummerSamba to get an endorsement from the founder and owner of PizzaRanch in Iowa! A GreatGuy and great places! #CaucusForTrump
2784,"It is time to take back our country- and MakeAmericaGreatAgain!
#CaucusForTrump Video: https://t.co/y9Fa8Ut6IP https://t.co/bJ6a0t9Pv2"
2785,I will be interviewed on FacetheNation with @jdickerson this morning. EnjoyRecords
2786,I am in Iowa. Will be interviewed on ThisWeekAmericanTVprogram With @GStephanopoulos  this morning. EnjoyRecords
2787,"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VeteransEmploymentandTrainingService got $6,000,000."
2788,"By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VeteransEmploymentandTrainingService."
2789,"WowKylieMinoguesong, just saw an ad - JervyCruz is lying on so many levels. There is nobody more against PatientProtectionandAffordableCareAct than me, will repeal &amp; replace. He Liesdamnedliesandstatistics"
2790,"TedCruz is in trouble for not reporting his bank borrowing in his very important Financial Corporation Form. Very low interest loans, Confidencetrick!"
2791,"TedCruz is totally unelectable, if he even gets to run (born in Canada). Will loose big to Hillary. Polls show I beat Hillary easily! WINTelevision!"
2792,"I will be going to CatholicChurch in Iowa this morning with my wife, Melania. After CatholicChurch I will be making two speeches and touring the State!"
2793,".@bobvanderplaats is a total phony and Confidencetrick. When I wouldn't give him free Hotel rooms and much more, he endorsed JervyCruz. @foxandfriends"
2794,".@bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony @foxandfriends"
2795,".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive Hotel rooms, free (and more). I said pay and he endorsed JervyCruz!"
2796,"The JervyCruz campaign issued a dishonest and deceptive get out the vote ad calling voters ""in violation."" They are now under investigation. Spatown!"
2797,"MakeAmericaGreatAgain! 
#IACaucus #CaucusForTrump
https://t.co/nU39QHzxxX https://t.co/IrrzLCa2ev"
2798,"#IACaucus #CaucusForTrump
#iCaucused #iVoted
https://t.co/jSYl2IYjPO"
2799,I want to thank Evangelicalism for the warm embrace I've received on the campaign Trail. Video: https://t.co/u6oOcWGePe
2800,"I will be in Iowa all day and until TuesdayMorning. Finally, after all these years of watching stupidity, we will MakeAmericaGreatAgain!"
2801,HillaryClinton is a major Nationalsecurity. Not PresidentoftheUnitedStates material!
2802,"THANK YouSouthAfricanmagazine to all of the incredible volunteers, behind the scenes in Iowa! #CaucusForTrump https://t.co/osvIsBwAgX https://t.co/EY0wNYv9XD"
2803,"""@gigglemitz: @GeraldoRivera  @FoxNews damn Fox is really acting like a baby today. I guess DonaldTrump got under their Skin - pretty biased!"
2804,"""@classyexplorer: @oreillyfactor @MattDrudge So Bill if UnitedStates was Strikeout LONGING to learn more about candidates why the 50 percent audience loss?"""
2805,"Looking forward to a great weekend in Iowa! #IACaucus #CaucusForTrump 
Tickets: https://t.co/nU39QHzxxX https://t.co/xZlwspf6xe"
2806,".@oreillyfactor  The people of Iowa Love the fact that I stuck up for my rights, as I will do for the UnitedStates Also got $6,000,000 for our VeteransEmploymentandTrainingService!"
2807,".@FoxNews is the only Televisionnetwork that does not even mention my very successful event last night. $6,000,000 raised in one hour for our VeteransEmploymentandTrainingService."
2808,"Amazing that TedCruz can't even get a UnitedStatesSenate like @BenSasse, who is easy, to endorse him. Not one UnitedStatesSenate  is endorsing Canada Ted!"
2809,.@BenSasse looks more like a Gym rat than a UnitedStates UnitedStatesSenate. How the Hell did he ever get elected?  @GretaThunberg
2810,The great State of Nebraska can do much better than @BenSasse as your UnitedStatesSenate. Saw him on @GretaThunberg - totally ineffective. Wants paid for Pols.
2811,"The new Email release is a Disaster for HillaryClinton. At a minimum, how can someone with such bad judgement be our next PresidentoftheUnitedStates?"
2812,"Thank you for all of your support Iowa!
#MakeAmericaGreatAgain #Trump2016
#IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/fQAxuMe01b"
2813,"They say that if I participated in last night’s FoxBroadcastingCompany debate, they would have had 12 million more &amp; would have broken the all time record."
2814,"Thank you, UnitedStates! #Trump2016
Via @DRUDGE_REPORT https://t.co/hVa0gJiBNz"
2815,"Join me tomorrow in DubuqueIowa! #IACaucus #Trump2016 
https://t.co/rWbHdaYgBl"
2816,"Thank you- NashuaNewHampshire! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/NpJGvQwYU5 https://t.co/9h8CgrCXGB"
2817,"""Every UnitedStates needs to say 2 simple words to every Vet they meet: THANK YouSouthAfricanmagazine!"" JohnWayne Walding 
https://t.co/wG8EzPHZt1"
2818,"Thank you!
DonovanMitchell FOX2 Michigan Poll finds DonaldDonaldTrump holds 3-1 lead over closest NewYorkRepublicanStateCommittee opponents. 
DonaldDonaldTrump 47% HillaryClinton 43% https://t.co/xpaeV0YzGV"
2819,Great Twitter poll- and I wasn't even there. Thank you! #GOPDebate https://t.co/yLJGkoOeBg
2820,"Getting ready to take off for NashuaNewHampshire. Big crowd, will be there soon. Fun!"
2821,"Iowa was AmazingStories last night. The event could not have worked out better. We raised $6,000,000 for our great vets. They were so happy &amp; proud"
2822,Thank you for your interest &amp; support during last nights #GOPDebate! #IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/yadQiPC49g
2823,GoodMorningAmerica! Thank you for all of your support in the latest MattDrudge poll! https://t.co/XDnixWnqwb https://t.co/yUTtLnALxy
2824,"Thank you for your support!
https://t.co/Mjr8D4dDrK"
2825,"Thank you, UnitedStates!  https://t.co/YJ0KIYpTaV"
2826,"#IACaucus • Odds/2016 • 6:30pm
#MakeAmericaGreatAgain!

Iowa Caucus finder: https://t.co/ANvTcZqfOq #GOPDebate https://t.co/HLuyCcuLcp"
2827,"Thank you for the kind words TheTonightShow, @OmarosaManigaultNewman. You were great! See you soon!"
2828,"I will take care of the Veterans who have served this country so bravely.
#ThankAVet Video: https://t.co/WH9GSeSH29 https://t.co/WMR7jnmsyz"
2829,"An PrettyLittleLiars night in Iowa with our great Veterans! We raised $6,000,000.00 while the politicians talked! #GOPDebate"
2830,"Watching biased CharlesIofEngland @krauthammer, a @FoxNews Flunkyvideogame who didn't know that IWon every debate, in particular- the last one. Check polls!"
2831,"""DonaldTrump Hands Bill O’Reilly Cabletelevision Viewership Win""- @deadline-https://t.co/Ytid4IrW4y"
2832,"#Trump2016 #IACaucus ForgottenRealms:
https://t.co/ANvTcZ8EpQ https://t.co/gicaoEOFCC"
2833,"I hear that @SenTedJervyCruz’s $$ man, Robert JohnnyMercer, a good man, is very angry because JervyCruz Lied to him about liquidating his (Ted’s) holdings.?"
2834,"20 Most Anticipated Hotel Openings of 2016: TrumpInternationalHotel, WashingtonDC https://t.co/jd3H0LQcas"
2835,"Tennessee RepublicanPartyUnitedStates Poll
https://t.co/hfSxKaXC42
DonaldTrump 32.7%
JervyCruz 16.5%
JohnnyCarson 6.6%
MarcoRubio 5.3%
Christie 2.4%
Jeb 1.6%"
2836,"It is my great honor to support our Veterans with you! You can join me now. Thank you! #Trump4Vets
https://t.co/UVn3kUd2DV"
2837,"#Trump2016 #IACaucus ForgottenRealms:
https://t.co/ANvTcZqfOq https://t.co/1vjCHYYlzU"
2838,Being Politicalcorrectness takes too much time. We have too much to get done! #Trump2016 https://t.co/8icSqEombg https://t.co/fkgkcVxVo7
2839,“What UnitedStates Needs: The Case for DonaldTrump” Great new book by the esteemed JeffreyLord @JeffJlpa1 Available now. https://t.co/xeHKbIDApr
2840,"""@GmoneyRainmaker: GabbyBarrett @CNN has enough Bandwidthsignalprocessing TheTonightShow because not many will be watching @FoxNews. Watching DonaldTrump TheTonightShow #GOPDebate"""
2841,"""@rkirchmeyer: So @megynkelly brings in #MichaelMoore to add credibility in her fight with DonaldTrumponsocialmedia?  #FoxNews #ROGERAILES"""
2842,"""@BradCross4: @Drudge_Report_ DonaldTrumponsocialmedia https://t.co/Ur1qgG291Z"""
2843,"""@chgardens1: @mitchellvii Pathetic attempt to Bribery DonaldTrumponsocialmedia He can't be bought"""
2844,"The ""debate"" TheTonightShow will be a total Disaster - low ratings with advertisers and Advertising rates dropping like a Rockmusic. I hate to see this."
2845,"""@laurencristmann: DonaldTrumponsocialmedia why do they have so many debates this year?? Also, why is JervyCruz still allowed to run, he's not eligible"""
2846,"""@hollywoodJV: DonaldDonaldTrumponsocialmedia Mr. DonaldTrump, why does JervyCruz hate Canada so much. He should embrace his roots, it's a great country""  So true!"
2847,"WowKylieMinoguesong, two candidates called last night and said they want to go to my event TheTonightShow at DrakeUniversity."
2848,"""@michaelG4NY: new @NBCNewscom TheWallStreetJournal poll shows DonaldTrumponsocialmedia pulling ahead of @tedcruz in #Iowa. https://t.co/18ktk7IZUd""  Great!"
